"caseid","xsa","xsb","xsb2","xsbc","xsbc2","xsc","za","zb","school"
23.0,4.0,38.0,366.0,22.0,126.0,2.4093093660722245,1.0,0.4589868961834616,0.0
24.0,4.0,38.0,366.0,22.0,126.0,-4.963417433050691,1.0,0.0626971296702142,0.0
25.0,4.0,22.0,126.0,38.0,366.0,4.988667161021231,1.0,0.2003729273074873,1.0
26.0,4.0,38.0,366.0,22.0,126.0,-6.175843970409657,1.0,-0.7241762947484812,0.0
27.0,4.0,38.0,366.0,22.0,126.0,-2.6976192320936576,1.0,0.7329461194953077,0.0
28.0,4.0,38.0,366.0,22.0,126.0,-8.545882240849643,1.0,1.8041214033686022,0.0
29.0,4.0,38.0,366.0,22.0,126.0,-4.492242824361902,1.0,-0.6941261443714258,0.0
30.0,4.0,38.0,366.0,22.0,126.0,-1.9818403741305555,1.0,-0.0034442828934338715,0.0
31.0,4.0,22.0,126.0,38.0,366.0,4.3124288178171755,1.0,-0.3264631674292849,1.0
32.0,4.0,38.0,366.0,22.0,126.0,-5.309320630023868,1.0,0.9928972995739584,0.0
33.0,4.0,38.0,366.0,22.0,126.0,-0.24439015836674574,1.0,0.2922718124586557,0.0
34.0,4.0,38.0,366.0,22.0,126.0,-0.9213090206975869,1.0,-0.3471211008816353,0.0
35.0,4.0,38.0,366.0,22.0,126.0,-5.972289345673743,1.0,-0.6156261358333301,0.0
36.0,4.0,22.0,126.0,38.0,366.0,6.427296596172205,1.0,0.41299255690746306,1.0
37.0,4.0,22.0,126.0,38.0,366.0,2.339964852797635,1.0,-0.4702331288814051,1.0
38.0,4.0,38.0,366.0,22.0,126.0,-2.949609362698042,1.0,0.895055676512702,0.0
39.0,4.0,38.0,366.0,22.0,126.0,-2.7040532664408747,1.0,0.1481080656792024,0.0
40.0,4.0,38.0,366.0,22.0,126.0,0.5376264305190873,1.0,1.6121415186154557,0.0
41.0,4.0,38.0,366.0,22.0,126.0,-2.269987157007671,1.0,0.4366711917622805,0.0
42.0,4.0,38.0,366.0,22.0,126.0,-0.41123571863472586,1.0,0.6873111579225403,0.0
43.0,4.0,38.0,366.0,22.0,126.0,1.0179514079974799,1.0,0.00273015307011445,0.0
44.0,4.0,22.0,126.0,38.0,366.0,0.16345505820517275,1.0,-1.0622439471738783,1.0
45.0,4.0,38.0,366.0,22.0,126.0,3.0142671771973193,1.0,1.4977362522057638,0.0
46.0,4.0,38.0,366.0,22.0,126.0,-3.5858814648166293,1.0,-0.504435691471229,0.0
47.0,4.0,38.0,366.0,22.0,126.0,-8.072082307222498,1.0,0.750570218231856,0.0
48.0,4.0,22.0,126.0,38.0,366.0,1.5180302999561976,1.0,-0.1832270236256371,1.0
49.0,4.0,38.0,366.0,22.0,126.0,-5.482403861906096,1.0,-0.613860987514662,0.0
50.0,4.0,22.0,126.0,38.0,366.0,0.2798755078116013,1.0,-0.7434811426705942,1.0
51.0,4.0,22.0,126.0,38.0,366.0,8.231879881760674,1.0,-0.3266273011356353,1.0
52.0,4.0,22.0,126.0,38.0,366.0,3.4185432925383705,1.0,-0.27398727189534566,1.0
53.0,4.0,38.0,366.0,22.0,126.0,1.1265062810915811,1.0,0.5950639070590273,0.0
54.0,4.0,38.0,366.0,22.0,126.0,7.6728642085044605,1.0,1.605174234197509,0.0
55.0,4.0,38.0,366.0,22.0,126.0,-6.788851805289417,1.0,0.212102157547094,0.0
56.0,4.0,22.0,126.0,38.0,366.0,0.9945689961469225,1.0,-1.600751967500516,1.0
57.0,4.0,22.0,126.0,38.0,366.0,5.46650077955095,1.0,0.8045820651593826,1.0
58.0,4.0,22.0,126.0,38.0,366.0,2.99519154862536,1.0,-0.9956640943815668,1.0
59.0,4.0,22.0,126.0,38.0,366.0,4.980771306273493,1.0,-1.429151415432871,1.0
60.0,4.0,22.0,126.0,38.0,366.0,3.3031629383417664,1.0,-0.7610339454728043,1.0
61.0,4.0,38.0,366.0,22.0,126.0,-3.457696809066636,1.0,0.6392682951460639,0.0
62.0,4.0,22.0,126.0,38.0,366.0,2.4068652661352457,1.0,-0.9492230897652102,1.0
63.0,4.0,22.0,126.0,38.0,366.0,-0.23133832938500154,1.0,-1.5578768010804798,1.0
64.0,4.0,38.0,366.0,22.0,126.0,-3.356069493842204,1.0,-0.1994926664079867,0.0
65.0,4.0,38.0,366.0,22.0,126.0,-5.516405157729552,1.0,1.120026979045494,0.0
66.0,4.0,22.0,126.0,38.0,366.0,3.504005612862685,1.0,0.013501957358404213,1.0
67.0,4.0,38.0,366.0,22.0,126.0,2.8885075610338258,1.0,1.1958638695501254,0.0
68.0,4.0,22.0,126.0,38.0,366.0,7.1408704449524665,1.0,-1.3610662652275403,1.0
69.0,4.0,38.0,366.0,22.0,126.0,-2.9245021249251977,1.0,0.7177745401226985,0.0
70.0,4.0,38.0,366.0,22.0,126.0,-5.698804179483935,1.0,-0.32737312984701933,0.0
71.0,4.0,22.0,126.0,38.0,366.0,0.30531807157120094,1.0,-1.324005513673828,1.0
72.0,4.0,22.0,126.0,38.0,366.0,3.0224035944710663,1.0,-0.6033167947980843,1.0
73.0,4.0,38.0,366.0,22.0,126.0,1.8120749574464032,1.0,1.6498139006460983,0.0
74.0,4.0,38.0,366.0,22.0,126.0,-6.884379265143621,1.0,-0.0871957987880959,0.0
75.0,4.0,38.0,366.0,22.0,126.0,-0.27583872292706,1.0,0.2799523928283069,0.0
76.0,4.0,38.0,366.0,22.0,126.0,-0.6965621934092115,1.0,0.4261011022539831,0.0
77.0,4.0,38.0,366.0,22.0,126.0,1.1923628898273881,1.0,0.6486810197286599,0.0
78.0,4.0,38.0,366.0,22.0,126.0,-4.521955312937626,1.0,-0.4370660168426236,0.0
79.0,4.0,38.0,366.0,22.0,126.0,-6.1118802232766445,1.0,-0.3522538727872091,0.0
80.0,4.0,38.0,366.0,22.0,126.0,-3.6555057717972064,1.0,-0.7373388390333041,0.0
81.0,4.0,38.0,366.0,22.0,126.0,0.9471337624774102,1.0,0.8881651744996109,0.0
82.0,4.0,38.0,366.0,22.0,126.0,-1.3101857813569173,1.0,0.9959929375556844,0.0
83.0,4.0,38.0,366.0,22.0,126.0,-1.2047573997274597,1.0,-0.3639706328306775,0.0
84.0,4.0,38.0,366.0,22.0,126.0,-5.4681581741611325,1.0,1.253808074522592,0.0
85.0,4.0,38.0,366.0,22.0,126.0,2.2661700827786895,1.0,0.5372296894110935,0.0
86.0,4.0,22.0,126.0,38.0,366.0,4.244446113570087,1.0,0.24653669660837324,1.0
87.0,4.0,38.0,366.0,22.0,126.0,-0.04413122786924624,1.0,0.6155963857157389,0.0
88.0,4.0,38.0,366.0,22.0,126.0,0.8211527813075321,1.0,0.42306420587035415,0.0
89.0,4.0,38.0,366.0,22.0,126.0,0.7876459451483229,1.0,1.0573831540288632,0.0
90.0,4.0,38.0,366.0,22.0,126.0,1.0812153230339536,1.0,0.0024580402466480296,0.0
91.0,4.0,38.0,366.0,22.0,126.0,-1.6780445508488204,1.0,0.2105809424769662,0.0
92.0,4.0,38.0,366.0,22.0,126.0,-2.0229574448547267,1.0,-0.05040077595004199,0.0
93.0,4.0,38.0,366.0,22.0,126.0,-1.757162308018769,1.0,0.5936780132824068,0.0
94.0,4.0,22.0,126.0,38.0,366.0,-1.091316337464117,1.0,-1.7486205460885882,1.0
95.0,4.0,22.0,126.0,38.0,366.0,2.4458104629145185,1.0,-0.7865394616782623,1.0
96.0,4.0,22.0,126.0,38.0,366.0,2.7810331001583464,1.0,-0.4965928043226861,1.0
97.0,4.0,38.0,366.0,22.0,126.0,-6.726444547836522,1.0,-0.5685701212812527,0.0
98.0,4.0,22.0,126.0,38.0,366.0,1.1400886356055822,1.0,-0.7464920151482025,1.0
99.0,4.0,22.0,126.0,38.0,366.0,5.32298366042831,1.0,-0.32058652388439624,1.0
100.0,4.0,22.0,126.0,38.0,366.0,-0.3114208074300729,1.0,-1.0621308275007437,1.0
101.0,4.0,38.0,366.0,22.0,126.0,-5.731068246788256,1.0,0.9510077773492088,0.0
102.0,4.0,22.0,126.0,38.0,366.0,4.145178689864553,1.0,-0.07355177307058024,1.0
103.0,4.0,22.0,126.0,38.0,366.0,-2.9850116041536463,1.0,-1.7986668272881712,1.0
104.0,4.0,38.0,366.0,22.0,126.0,-1.2018972059864872,1.0,2.786940926371156,0.0
105.0,4.0,38.0,366.0,22.0,126.0,-3.8787185473664927,1.0,-1.1734657660637218,0.0
106.0,4.0,22.0,126.0,38.0,366.0,6.0201579577452735,1.0,-0.40874340348150023,1.0
107.0,4.0,22.0,126.0,38.0,366.0,-0.12226227718353934,1.0,-2.123816809631528,1.0
108.0,4.0,38.0,366.0,22.0,126.0,-5.539761409045643,1.0,-0.8323199334306413,0.0
109.0,4.0,38.0,366.0,22.0,126.0,1.7862089382296076,1.0,0.5763881287006204,0.0
110.0,4.0,22.0,126.0,38.0,366.0,0.591656916507289,1.0,-0.47844189301205253,1.0
111.0,4.0,38.0,366.0,22.0,126.0,0.7610035152043536,1.0,0.28931906949452735,0.0
112.0,4.0,38.0,366.0,22.0,126.0,5.355202132519866,1.0,0.7142409786290984,0.0
113.0,4.0,38.0,366.0,22.0,126.0,-8.125190072975688,1.0,2.2043350754306954,0.0
114.0,4.0,38.0,366.0,22.0,126.0,-2.73952115353097,1.0,-0.5388003437532799,0.0
115.0,4.0,38.0,366.0,22.0,126.0,-3.196377286568858,1.0,0.3322692730226586,0.0
116.0,4.0,38.0,366.0,22.0,126.0,-5.266751453097405,1.0,-0.5272459712535095,0.0
117.0,4.0,22.0,126.0,38.0,366.0,2.8875534551381414,1.0,-0.4011154220737821,1.0
118.0,4.0,38.0,366.0,22.0,126.0,0.7756107864063044,1.0,0.8039533438582644,0.0
119.0,4.0,38.0,366.0,22.0,126.0,-3.6326410901752655,1.0,0.6458323368168268,0.0
120.0,4.0,38.0,366.0,22.0,126.0,-3.6543381978126153,1.0,-0.1348756312544862,0.0
121.0,4.0,38.0,366.0,22.0,126.0,-0.22232402151446137,1.0,2.090017605481942,0.0
122.0,4.0,22.0,126.0,38.0,366.0,3.7642163528570625,1.0,-0.9011598665843312,1.0
123.0,4.0,38.0,366.0,22.0,126.0,-1.9938627622155132,1.0,0.9308609527475104,0.0
124.0,4.0,38.0,366.0,22.0,126.0,0.6682183776813115,1.0,0.4755290595188984,0.0
125.0,4.0,38.0,366.0,22.0,126.0,-2.8711748310547445,1.0,0.5379039009063331,0.0
126.0,4.0,22.0,126.0,38.0,366.0,2.52877227093736,1.0,-1.1289183260585038,1.0
127.0,4.0,38.0,366.0,22.0,126.0,3.630463304293448,1.0,2.241131677774142,0.0
128.0,4.0,22.0,126.0,38.0,366.0,4.060500389257429,1.0,-1.0644511130064798,1.0
129.0,4.0,38.0,366.0,22.0,126.0,1.2593720015838918,1.0,0.6998330974725375,0.0
130.0,4.0,22.0,126.0,38.0,366.0,0.7301472757850229,1.0,-1.0183806539343312,1.0
131.0,4.0,22.0,126.0,38.0,366.0,1.133076318639304,1.0,0.4130091778107645,1.0
132.0,4.0,38.0,366.0,22.0,126.0,-1.2336313464646855,1.0,0.8974663204632917,0.0
133.0,4.0,22.0,126.0,38.0,366.0,2.6598988620634563,1.0,-0.3416698372356206,1.0
134.0,4.0,38.0,366.0,22.0,126.0,-2.432137137980786,1.0,2.225129984628091,0.0
135.0,4.0,38.0,366.0,22.0,126.0,-3.6450107462271495,1.0,-0.5107510611668671,0.0
136.0,4.0,38.0,366.0,22.0,126.0,0.5789075362922791,1.0,-0.2189826805101421,0.0
137.0,4.0,38.0,366.0,22.0,126.0,1.8487262077627784,1.0,1.0045489595989185,0.0
138.0,4.0,38.0,366.0,22.0,126.0,-2.415920869151886,1.0,-0.7006552897385383,0.0
139.0,4.0,22.0,126.0,38.0,366.0,7.641097203031359,1.0,-0.03304630088562028,1.0
140.0,4.0,38.0,366.0,22.0,126.0,2.2217732359146773,1.0,0.3940048068607996,0.0
141.0,4.0,38.0,366.0,22.0,126.0,-2.6567858239295714,1.0,1.1084488424568395,0.0
142.0,4.0,38.0,366.0,22.0,126.0,-0.969772909525897,1.0,0.8049497007551507,0.0
143.0,4.0,38.0,366.0,22.0,126.0,3.904704224554545,1.0,0.7973152747082115,0.0
144.0,4.0,38.0,366.0,22.0,126.0,-3.0281026148730925,1.0,0.8333038260476832,0.0
145.0,4.0,38.0,366.0,22.0,126.0,-2.582263760076386,1.0,-0.1506355183092983,0.0
146.0,4.0,38.0,366.0,22.0,126.0,-0.5205821116913509,1.0,0.7951306571936855,0.0
147.0,4.0,38.0,366.0,22.0,126.0,6.5741189462499765,1.0,1.1202730822071052,0.0
148.0,4.0,38.0,366.0,22.0,126.0,-6.518032160655731,1.0,0.33286376470894563,0.0
149.0,4.0,38.0,366.0,22.0,126.0,-4.155626910177763,1.0,1.1696651996728948,0.0
150.0,4.0,38.0,366.0,22.0,126.0,-6.913430299090448,1.0,-1.353828331519875,0.0
151.0,4.0,22.0,126.0,38.0,366.0,-4.321851564507083,1.0,-1.5697564809476188,1.0
152.0,4.0,38.0,366.0,22.0,126.0,0.3389659759244466,1.0,0.30879239850365714,0.0
153.0,4.0,22.0,126.0,38.0,366.0,1.668063208680318,1.0,-1.5076512465556264,1.0
154.0,4.0,22.0,126.0,38.0,366.0,-2.725300505663867,1.0,-1.0028211504158187,1.0
155.0,4.0,22.0,126.0,38.0,366.0,8.513609908637433,1.0,0.1793216205044517,1.0
156.0,4.0,22.0,126.0,38.0,366.0,5.71207919278974,1.0,-0.15970115146872607,1.0
157.0,4.0,38.0,366.0,22.0,126.0,-7.182263041765168,1.0,-0.4445133419457171,0.0
158.0,4.0,38.0,366.0,22.0,126.0,-1.604674163179975,1.0,-0.187958281597833,0.0
159.0,4.0,38.0,366.0,22.0,126.0,1.6193155496590388,1.0,2.0389670656162475,0.0
160.0,4.0,38.0,366.0,22.0,126.0,0.5774234457977889,1.0,1.0853280852041676,0.0
161.0,4.0,38.0,366.0,22.0,126.0,-6.042734501122409,1.0,0.1656199489460306,0.0
162.0,4.0,38.0,366.0,22.0,126.0,-4.19369635743971,1.0,-0.377661516986412,0.0
163.0,4.0,38.0,366.0,22.0,126.0,-5.664796134076317,1.0,0.45281326350793966,0.0
164.0,4.0,22.0,126.0,38.0,366.0,-0.3030990367088828,1.0,-2.383317309830201,1.0
165.0,4.0,38.0,366.0,22.0,126.0,-3.7019613941588103,1.0,-0.1035864153522648,0.0
166.0,4.0,38.0,366.0,22.0,126.0,-3.430180241311577,1.0,-0.3080741828478469,0.0
167.0,4.0,22.0,126.0,38.0,366.0,-0.13553518633863906,1.0,-0.5524430776176698,1.0
168.0,4.0,22.0,126.0,38.0,366.0,3.7700634170262046,1.0,-0.5261079077354603,1.0
169.0,4.0,38.0,366.0,22.0,126.0,-3.824189981442857,1.0,0.6996139603616506,0.0
170.0,4.0,38.0,366.0,22.0,126.0,-4.9562036006386405,1.0,1.3598371833868004,0.0
171.0,4.0,22.0,126.0,38.0,366.0,-3.661187663832256,1.0,-2.0823949393265444,1.0
172.0,4.0,38.0,366.0,22.0,126.0,-2.281146955341411,1.0,0.6198449197954617,0.0
173.0,4.0,38.0,366.0,22.0,126.0,-1.3631061878677158,1.0,2.068579699127845,0.0
174.0,4.0,38.0,366.0,22.0,126.0,0.44607515960554506,1.0,0.1051125820343234,0.0
175.0,4.0,38.0,366.0,22.0,126.0,0.5432490136459417,1.0,0.203403268081626,0.0
176.0,4.0,38.0,366.0,22.0,126.0,-2.3786321182772956,1.0,-0.46073333862658267,0.0
177.0,4.0,22.0,126.0,38.0,366.0,-0.25893479385152274,1.0,-0.7099214341843123,1.0
178.0,4.0,38.0,366.0,22.0,126.0,-4.083722516847804,1.0,0.42517409522983046,0.0
179.0,4.0,38.0,366.0,22.0,126.0,-1.6795293572375305,1.0,-0.3664537935359426,0.0
180.0,4.0,38.0,366.0,22.0,126.0,1.1749265102732347,1.0,0.12418433703502156,0.0
181.0,4.0,38.0,366.0,22.0,126.0,2.5870013547315187,1.0,-0.1313217563149028,0.0
182.0,4.0,38.0,366.0,22.0,126.0,0.6422711150015142,1.0,0.06970923096838476,0.0
183.0,4.0,38.0,366.0,22.0,126.0,0.2389904465415816,1.0,1.058885616352589,0.0
184.0,4.0,22.0,126.0,38.0,366.0,6.714893276092706,1.0,-0.49744306407707056,1.0
185.0,4.0,22.0,126.0,38.0,366.0,1.9537861868572102,1.0,-1.1449057956394133,1.0
186.0,4.0,22.0,126.0,38.0,366.0,4.631911311754149,1.0,-0.38144100135148473,1.0
187.0,4.0,22.0,126.0,38.0,366.0,2.1966368515030896,1.0,-0.23594068423472772,1.0
188.0,4.0,38.0,366.0,22.0,126.0,-6.3128470256026805,1.0,-0.3989233186520581,0.0
189.0,4.0,22.0,126.0,38.0,366.0,0.20088231683396857,1.0,-0.25310799784230664,1.0
190.0,4.0,38.0,366.0,22.0,126.0,-7.341252966169063,1.0,1.318997451167791,0.0
191.0,4.0,38.0,366.0,22.0,126.0,-4.587494141700714,1.0,0.4405154819638998,0.0
192.0,4.0,38.0,366.0,22.0,126.0,0.5890622090287244,1.0,0.3322988582064252,0.0
193.0,4.0,22.0,126.0,38.0,366.0,3.5065926007451464,1.0,-2.2098684048341624,1.0
194.0,4.0,22.0,126.0,38.0,366.0,2.2388805936458565,1.0,-1.021418225570427,1.0
195.0,4.0,38.0,366.0,22.0,126.0,-7.389276881937693,1.0,-0.0013935299852814692,0.0
196.0,4.0,22.0,126.0,38.0,366.0,0.35750420956639595,1.0,-0.924458015622913,1.0
197.0,4.0,22.0,126.0,38.0,366.0,2.9812332161219373,1.0,-0.5727033621235389,1.0
198.0,4.0,22.0,126.0,38.0,366.0,-4.720072613949226,1.0,-1.377708235391445,1.0
199.0,4.0,38.0,366.0,22.0,126.0,-8.005927687647835,1.0,-0.6354402481202599,0.0
200.0,4.0,22.0,126.0,38.0,366.0,0.07965060227022909,1.0,-2.497892139456185,1.0
201.0,4.0,22.0,126.0,38.0,366.0,0.4191122391941334,1.0,-0.585197908258833,1.0
202.0,4.0,38.0,366.0,22.0,126.0,-2.319040919213391,1.0,0.953491956603795,0.0
203.0,4.0,38.0,366.0,22.0,126.0,-8.905223367096506,1.0,-0.6727495057190915,0.0
204.0,4.0,38.0,366.0,22.0,126.0,6.57661986919594,1.0,1.0681692385301673,0.0
205.0,4.0,22.0,126.0,38.0,366.0,3.678801849050756,1.0,-0.6429860853766515,1.0
206.0,4.0,22.0,126.0,38.0,366.0,0.1778221174232033,1.0,-0.38153079888157504,1.0
207.0,4.0,38.0,366.0,22.0,126.0,-1.275998118879011,1.0,0.07200805569624061,0.0
208.0,4.0,38.0,366.0,22.0,126.0,-3.679494118898896,1.0,0.32403872202090916,0.0
209.0,4.0,38.0,366.0,22.0,126.0,5.067030232468398,1.0,0.9779756441947218,0.0
210.0,4.0,38.0,366.0,22.0,126.0,4.523624251616131,1.0,0.927729476404496,0.0
211.0,4.0,38.0,366.0,22.0,126.0,1.1271257195727489,1.0,1.6980496435131451,0.0
212.0,4.0,22.0,126.0,38.0,366.0,7.3917809457038315,1.0,-0.9934495072696248,1.0
213.0,4.0,22.0,126.0,38.0,366.0,1.9372821256253192,1.0,-1.197067762064719,1.0
214.0,4.0,38.0,366.0,22.0,126.0,-4.426077241830178,1.0,0.08920869673468264,0.0
215.0,4.0,38.0,366.0,22.0,126.0,-6.707794538997751,1.0,1.0781274388317486,0.0
216.0,4.0,38.0,366.0,22.0,126.0,-3.094458807923768,1.0,1.1474576822048936,0.0
217.0,4.0,38.0,366.0,22.0,126.0,4.700635227394246,1.0,1.306672927127822,0.0
218.0,4.0,38.0,366.0,22.0,126.0,2.6496569475077028,1.0,1.164483411203651,0.0
219.0,4.0,22.0,126.0,38.0,366.0,-8.567808494164366,1.0,-2.0601250306323546,1.0
220.0,4.0,22.0,126.0,38.0,366.0,2.5032841950304223,1.0,-0.8525278632823267,1.0
221.0,4.0,38.0,366.0,22.0,126.0,-2.697463731144833,1.0,0.15865729339294243,0.0
222.0,4.0,22.0,126.0,38.0,366.0,-4.477957401343832,1.0,-2.342300303873976,1.0
223.0,4.0,22.0,126.0,38.0,366.0,-0.1658008733087965,1.0,-1.3587223823408232,1.0
224.0,4.0,38.0,366.0,22.0,126.0,-4.664016158603096,1.0,0.3013225486042433,0.0
225.0,4.0,22.0,126.0,38.0,366.0,-3.2870444622476414,1.0,-1.2059184249293364,1.0
226.0,4.0,38.0,366.0,22.0,126.0,4.018417152819829,1.0,0.8676293769880274,0.0
227.0,4.0,22.0,126.0,38.0,366.0,3.8279440115148913,1.0,-0.39307764643345383,1.0
228.0,4.0,22.0,126.0,38.0,366.0,2.2990243310342358,1.0,-0.8521183987592336,1.0
229.0,4.0,38.0,366.0,22.0,126.0,-6.175218783159366,1.0,-0.6339449238803438,0.0
230.0,4.0,38.0,366.0,22.0,126.0,-1.2736281848300086,1.0,-0.35673188770610714,0.0
231.0,4.0,22.0,126.0,38.0,366.0,-3.7420706356067006,1.0,-1.192069800105061,1.0
232.0,4.0,38.0,366.0,22.0,126.0,1.094628905902544,1.0,0.2036313180291568,0.0
233.0,4.0,38.0,366.0,22.0,126.0,5.118460410658089,1.0,1.7217305936799248,0.0
234.0,4.0,22.0,126.0,38.0,366.0,3.24931445902512,1.0,-1.188445704148355,1.0
235.0,4.0,38.0,366.0,22.0,126.0,2.4271215689637957,1.0,1.4221101808792016,0.0
236.0,4.0,22.0,126.0,38.0,366.0,4.016482234050568,1.0,-0.11955014019415136,1.0
237.0,4.0,22.0,126.0,38.0,366.0,4.108339570960195,1.0,0.0150145960843881,1.0
238.0,4.0,22.0,126.0,38.0,366.0,2.140100313910387,1.0,-0.254271386463369,1.0
239.0,4.0,22.0,126.0,38.0,366.0,0.3096191182243492,1.0,-0.8601799545271485,1.0
240.0,4.0,38.0,366.0,22.0,126.0,-5.251071032532495,1.0,0.32578641327135854,0.0
241.0,4.0,38.0,366.0,22.0,126.0,0.1440878129025853,1.0,1.0669560198033983,0.0
242.0,4.0,38.0,366.0,22.0,126.0,-2.7077424716100857,1.0,-0.07619929520241148,0.0
243.0,4.0,38.0,366.0,22.0,126.0,4.602312991216519,1.0,2.0125472147979186,0.0
244.0,4.0,38.0,366.0,22.0,126.0,-0.0434045533121844,1.0,2.825514961751588,0.0
245.0,4.0,22.0,126.0,38.0,366.0,6.7561967367820195,1.0,-1.399410579594677,1.0
246.0,4.0,38.0,366.0,22.0,126.0,-0.183772405824325,1.0,1.1050241170537012,0.0
247.0,4.0,38.0,366.0,22.0,126.0,-5.958113541974935,1.0,0.11367090632282408,0.0
248.0,4.0,38.0,366.0,22.0,126.0,0.9182337937852282,1.0,-0.10723888775234004,0.0
249.0,4.0,38.0,366.0,22.0,126.0,0.5591412576947441,1.0,0.4155143211174924,0.0
250.0,4.0,38.0,366.0,22.0,126.0,-0.8919831437644874,1.0,1.11683631886624,0.0
251.0,4.0,38.0,366.0,22.0,126.0,0.2221755942155951,1.0,-0.0880056126303823,0.0
252.0,4.0,38.0,366.0,22.0,126.0,-3.5826405101566072,1.0,1.1261695590846987,0.0
253.0,4.0,38.0,366.0,22.0,126.0,-4.276138442075913,1.0,1.2247080911102737,0.0
254.0,4.0,38.0,366.0,22.0,126.0,1.239194662431434,1.0,0.786471026468939,0.0
255.0,4.0,22.0,126.0,38.0,366.0,1.9832442631813345,1.0,-0.9328115026634478,1.0
256.0,4.0,22.0,126.0,38.0,366.0,9.85621622051622,1.0,1.0158995290951902,1.0
257.0,4.0,22.0,126.0,38.0,366.0,-1.201614287622951,1.0,-0.9352978318747798,1.0
258.0,4.0,22.0,126.0,38.0,366.0,7.209134375501171,1.0,0.2324946024638068,1.0
259.0,4.0,38.0,366.0,22.0,126.0,2.5512060498201667,1.0,-0.2021181628679652,0.0
260.0,4.0,38.0,366.0,22.0,126.0,3.118572966045185,1.0,0.03242396922129922,0.0
261.0,4.0,38.0,366.0,22.0,126.0,-0.28649903772135593,1.0,0.1760140593735114,0.0
262.0,4.0,38.0,366.0,22.0,126.0,-3.0670967913265192,1.0,-0.3501025735650683,0.0
263.0,4.0,22.0,126.0,38.0,366.0,0.03622797903209272,1.0,-0.5100144772975428,1.0
264.0,4.0,22.0,126.0,38.0,366.0,-2.8411761003789366,1.0,-0.9339812815026624,1.0
265.0,4.0,22.0,126.0,38.0,366.0,1.7963953291556922,1.0,-0.3681436138711791,1.0
266.0,4.0,38.0,366.0,22.0,126.0,-6.324467388169847,1.0,0.06227387010761763,0.0
267.0,4.0,38.0,366.0,22.0,126.0,3.5652436748885674,1.0,1.3824728062333513,0.0
268.0,4.0,22.0,126.0,38.0,366.0,2.7307114561758468,1.0,-0.44924489270438134,1.0
269.0,4.0,22.0,126.0,38.0,366.0,0.13161162457239328,1.0,-1.1120885688793956,1.0
270.0,4.0,38.0,366.0,22.0,126.0,-5.692590290012708,1.0,-0.31738712767129373,0.0
271.0,4.0,22.0,126.0,38.0,366.0,-0.8368138263417024,1.0,-0.16311237334749232,1.0
272.0,4.0,38.0,366.0,22.0,126.0,-3.9931260625511857,1.0,-0.9098725438542588,0.0
273.0,4.0,38.0,366.0,22.0,126.0,-3.251951586296917,1.0,1.436800304442329,0.0
274.0,4.0,22.0,126.0,38.0,366.0,1.7347215188103715,1.0,-1.195116086176552,1.0
275.0,4.0,22.0,126.0,38.0,366.0,3.1617771213494312,1.0,-0.9756067730923496,1.0
276.0,4.0,22.0,126.0,38.0,366.0,2.032817543730603,1.0,-1.195807156342895,1.0
